title, genre, comment
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이어지고 계속되는 시간마저 사랑으로 극복하여 되돌렸다.애니계 한 획을 긋다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",와 ....2 ....3 ....4 ....5 ....
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",올해 내가 본 영화중에 가장 최고의 작품! 결말을 좀 질질 끈건 별로였지만 노래도 프레임도 내용도 그림체도 캐릭터도 만점이다. 명작.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내가 이 애니를 보면서 생각한 건데.정말 운명이란 존재할지도 몰라.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 원전사고의 상처를 보듬고 치유하는 일본 애니의 환상적인 마술에 그저 감탄.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 잘봤습니다. 또 보고싶네요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 재밌고 즐거웠습니다!
패신저스,"모험,SF",액션과 스릴러 보다는 로맨스가 주가 되는 영화였다 나쁘지 않던데
패신저스,"모험,SF",연인끼리보는걸 강추해용
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오랜만에 힐링!! 꼭 봐야할 애니!!
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",말이 필요한가요? 못보셨으면 꼭보세요
마스터,"액션,범죄",꿀잼!! 연인이랑봐도 가족이랑봐도 굿 ㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",명작of명작기대를 저버리지 않는다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",최고. 생에 이런 영화를 볼 수 있어 영광!
씽,"뮤지컬,애니메이션",올해 7세 되는 남자아이인데 너무 즐겁게 봤대요~^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스토리가 아주 조금 아쉽지만 그래도 내 인생 최고의 영화
사다코 대 카야코,공포,궁금해서 봤다 ㅋㅋ원판에서는 볼 수 없었던 퇴마술도 나와서 신선했고 오랜만에 보는 귀신들이라 반가움
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오랜만에 정말 영상미가 아름다운 동화같은 작품 본 것 같아서 기분이 너무 좋네요. 어제 봤는데 아직도 여운이...
여교사,드라마,연출이 너무 세련되어 놀랐음
패신저스,"모험,SF",나름 심장 쫄깃한 영화였네요 마지막은 그래비티와 비스무리ㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이런 엄청난 애니를 제작한 신카이 마코토감독에게 경의를 표합니다ㅜㅜ
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",진짜  마지막 5분이ㅜㅜ
마스터,"액션,범죄",최근 본 영화중 가장 재밌게 봤어요 ^^
아가씨,"스릴러,드라마",영상미와 빼어난 영상미 그리고 영상미
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",다보고나서 여운이 남고 감동적인 영화예요
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",처음부터 끝까지 버릴 씬이 하나도 없는 영화.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",처음 봤을 때에는 우리는 무언가를 놓치고 있었던 것이다.
형,"코미디,드라마",매일느끼는거지만 조정석이 연기는 진짜 잘하네
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",웬 십덕냄새 나는 작품이 일본에서 초대박이 났다길래 반신반의 하는 마음으로 봤는데 입이 쩌억 벌어졌다. 편견이 이렇게 무서운 거구나 라는 걸 느꼈다. 후반부에 우느라 내용이 잘 기억이 안나서 다시 보러 갈 거다.
루돌프와 많이있어,애니메이션,감동과재미 모두있어요^^
"당신, 거기 있어줄래요","판타지,드라마",감동이다 인생작이라해도 과언이 아니다
사다코 대 카야코,공포,그래도 호러물은 호러물 귀신분장을 기가막히게 함 -.-
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",말이 필요없다 최대의 영화
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",정말재미있다 배우들 연기력도좋았고 음악도좋다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",감동있네요. 쾅쾅쾅!!!!
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",언제였더라 한 영화를 보기 위해 영화관을 다시 찾았던게.... 무지 설레고 뭉클한 너무 행복한데 눈물이 흐른다
사랑하기 때문에,"코미디,멜로/애정/로맨스",올해 첫번째로 본 영화였는데 올해 시작이 참 좋다는 생각이듭니다!!! 너무너무 내용이 감동적이고 재밌었고 무엇보다도 배우들의연기가 한명한명 다 잘해서 엄청 몰입해서 본것같습니다!! 정말재밌게봤습니다 화이팅♥♥♥♥
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인생 영화! 단순한 영혼 바뀌는 얘기가 아닌 깊고 감동적인 이야기로 남는 강한 여운
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",난 일본 애니 덕후도 아님. 지금까지 본거라곤 하울의 움직이는 성 달랑 한편 보고 이거 볼까 사랑하기 때문에 볼까 고민하다가 이게 1위이길래 그냥 보자 했는데 왜 1위인지 알겠음. 연출이 국내 애니랑 차원이 다름~ 웰메이드 영화 보는 듯한 느낌~!
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",환희속에 젖은 스윙 그리고 재즈
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",후반부에서 좀 끈다는 느낌빼고는 전체적으로는 괜찮다
씽,"뮤지컬,애니메이션",일본 아이돌 흉내내는 너구리 5마리 진짜 졸귀 ㅋㅋㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",빛의 마술사 특유의 영상미도 좋았고 기가막힌 연출! 또보게 되는 영화에요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","찾고 있던 무언가, 바로 이 영화였다."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인생애닙니다 ㅠㅠ 두번보는데도 벅차오릅니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이어짐의 마법을 느끼고 싶다면어쩌면 우리들의 만남도  무스비
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아그냥그랫음.어룬이라
마스터,"액션,범죄",정말 볼거리 많은 영화였어요^^ 강동원씨 보는 즐거움도 컸고요. 현 시국을 담고 있는 영화네요 무겁지 않은 가볍게 즐길 수 있는 영화예요~~
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",확실히 전편 보다는 잼있습니다. 어드밴쳐도 있고 캐릭터도 귀여워요~!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",전개에서 ㅡ2점드립니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",참 잘만든 애니메이션이네요.. 정말 감동적으로 봤습니다.추천합니다.
마스터,"액션,범죄",이병헌  역시. 연기좋습니다
마스터,"액션,범죄",12월 24일에 봤는데 너무 재미있다!!!강동원도 넘 잘생김><
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",작은관에서 봐서 ㅠ 큰관에서 다시 볼꺼에요~!
패신저스,"모험,SF",진짜 재밌었어요 ...여운남아요
씽,"뮤지컬,애니메이션",아이들이 좋아해요~^^
패신저스,"모험,SF",생각보다 너무나 괜찮았던 영화!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",초속 5cm와는 다른 접근. 인물의 세세한 내적 표현보다도 부담스러운 감정표현을 살렸다. 환상적 영상미와 매혹적인 음향앞에서는 이 또한 즐거움이리
패신저스,"모험,SF",영상도 스토리도 좋았어요~
패신저스,"모험,SF",개인적으로 인생영화.. 인상깊었고 재밌었다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",말이 필요없다...최고임
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",볼만하네염하하하하라라
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜영화가재미잇기보다는 영화가너무예ㅃ고아름다운느낌
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이의관점에서 보게되면 내용 중간중간 웃긴부분들도 많아요. 선과악중 선은 승리하고 악은벌을받게된다는 결론에 아이도 엄청좋아하며 통쾌해하네요^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",어른도 볼만했어요.이름 알려 주고 싶어지는 영화예요.애니메이션이 실사처럼 잘 만들어졌네요.해피엔딩.
소셜포비아,"스릴러,드라마",인터넷문화를 완벽하게 이해하고 만든 시나리오인듯. 사회 풍자를 하면 '줫도 모르고 썼네'싶은 부분이 있기마련인데 소름끼칠정도로 현실감이 있다. 제작비가 어느정도 인지 모르지만 꽤 저예산으로 보인다. 근데 그게 더 현실적이게 보인다. 잘봤습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인생 최고의 영화입니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",메갈리안쪽에서 지금 여론몰이 하려던데 제발 낚이지들 않기를. 정말 보고 후회없는 작품
"당신, 거기 있어줄래요","판타지,드라마","우리, 얼마나 오래 떨어져있었지?"
사랑하기 때문에,"코미디,멜로/애정/로맨스",솔직히 같이 개봉한 인기많은 영화들 때문에 극장에서 많이 못한다는게 제일 한스럽고 그렇다 ㅠㅠ진짜 좋은영환데ㅠㅠ보고싶은 마음이 조금이라도 있으신 분들에게 후회하지 않을 영화라고 말씀드리고 싶다 보고오십시오!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 좋아요ㅠㅠ보는 내내 영화가 안 끝났으면 하는 생각이 들더라구요.ㅠㅠ다음 주 일요일에 한번더 보러가려구요ㅠㅠㅠ보고나서도 와...진짜 말이안나오더라구욕
판도라,"드라마,스릴러",재미있고 술프고 최고에요
매그니피센트 7,"액션,서부",서부영화의 정석같은 영화다
사랑하기 때문에,"코미디,멜로/애정/로맨스","차태현, 김유정 때문에 본 영화! 통통튀는 발랄한 코미디와 적절한 감동(특히 박근형, 선우용녀님 에피ㅠㅠ)이 따뜻하고 재밌었어요~ 물론 후반으로 갈수록(차태현, 서현진님 에피) 늘어지는 감도 있으나.. 그리고 김유정 분량이 더 많았으면 하는 아쉬움ㅋ"
씽,"뮤지컬,애니메이션",행복한영화~중간에 조금지루한면이있지만 마지막 노래와내ㆍ용이감동적이었음.
사랑하기 때문에,"코미디,멜로/애정/로맨스",아니 자기들은 인성이 얼마나 좋아서 영화 평가하는데다 김유정배우님 인성을 들목이는지 모르갰네요 각자 자기의 인성부터 확인이나 하시죠 영화도 재미있구만 대체왜 욕하는지 질투하시나여?ㅋ
마스터,"액션,범죄",먼가조금아쉽..그래도 대체적으로 만족하게봤네요 반전도 살짝있고 재밋게 봣습니당
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내가  인생  최고의  영화가  될것같다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",판타지 로멘스 소설하나 읽은것 같네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",유쾌하고 마음도 따뜻해지는 애니메이션 즐겁게 봤어요~
더 로드,"공포,미스터리,스릴러",이정도 영화는 거의 만점에 가까운 소장용.고화질 리마스터 나왔으면 좋겠다~!! 숨어있는 명작~!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","내용, ost, 등장인물 모두 완벽한 영화입니다."
씽,"뮤지컬,애니메이션",어른들도 즐겁게 볼수 있는 영화네요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",압도적 영상미. 오랜만에 두루뭉실 두근두근
씽,"뮤지컬,애니메이션",아이와 함께 봤는데 내가 더 신난 영화~dvd로 나오면 바로 소장해야겠다 생각했고 ost는 이미 주문했어요~음악이 주는 기분 좋은 힐링을 선사한 오랫만에 재미있게 본 애니메이션.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들과잼있게봤어요
판도라,"드라마,스릴러",진짜 교훈에 감동까지 완젹한 영화입니다ㅠ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 재미있게 봤습니다.
"당신, 거기 있어줄래요","판타지,드라마",요근래 젤 재밋었던 영화
판도라,"드라마,스릴러",너무감동적이었어요.그리고 섬칫했어요
마스터,"액션,범죄",좋습니다하비덴트 히스레져 배트맨 굿
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본이 부러운 이유  중 하나
씽,"뮤지컬,애니메이션",애기들 보는 영화인줄 알고 동생이랑 갔는데 죄다 모르는 노래들이라 재미없어 하더라구요ㅋㅋㅋ최신 팝송 위주라 아이들한텐 별로인거 같아요 영화 특성상 거의 노래가 반인데 다 모르는 노래들이라...물론 저는 재밌게 봤습니다ㅎ
패신저스,"모험,SF",평점이 안좋네요 진짜 재밌게봤는데..인터스텔라 같은 영화라고 기대하진마세요 그런부류가아니에용
여교사,드라마,김하늘.. 역시  실망시키지  않네요..! 고민했는데 보길  잘했습니다.
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",다스베이더. 다스 베이더. 다 스 베 이 더.
마스터,"액션,범죄",현실적이면서 지루하지않고 재밌었음
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",최고의 영화!! :) 꼭 다시 보고 싶어요~
"당신, 거기 있어줄래요","판타지,드라마",나쁘지 않은.. 한번은 볼만한 영화
마스터,"액션,범죄",초반 기대하면서 보았 지만 중간까지는 지루함에 하품 연발~~ㅋㅋ 후반으로가면서 반전으로 쨈있게 보고나왔죠~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 인생영화인듯 조조로 봤는데 밤까지 기분좋았음
루돌프와 많이있어,애니메이션,아이데리고 갔다가  엄마가  질질  울고나온 영화 완전만족
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",풍경이 참 좋았어요. 잘봤습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",가슴이 두근거렸던 그리고 인간의 상상력이라 믿을 수 없는 장면들이 많은 좋은 영화였습니다.
마스터,"액션,범죄",전형적인 한국 범죄수사물 영화 평타는침
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",좋은영화입나다 진짜로
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",살면서 처음으로 평점올려본다. 인생 최고의 애니메이션.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그냥 최고의 애니메이션
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이랑 재밌게 봤엉?ㄷ
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",간만에 남여 주인공이라 좋았어요~ 특히 여자주인공이 예뻐서 딸이 좋아하네요^^
패신저스,"모험,SF","시간 가는줄 모르고 봤네요...저라면  어떨지,  많은 생각을 하게 됩니다."
패신저스,"모험,SF",스토리 간단하지만 이것저것 찌르다  뭣도 아닌 우주영화보다는 잼 났슴.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",다시봐도 재미있었어요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",우라 딸이 요번에 6살이 되었습니다 재미있다고 하는데 후반부애 괴물이 나와서 무섭다고 합니다 그리고 성인이 보기에는 좀 마니 지루합니다 겨울왕국 같은 탄탄한 스토리와 그래픽을 기대하면 안될듯 합니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화 그 이상의 애니.국산 뻔한 영화 뭐스터 보단 낫구나.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 애니메이션 영화가 1위를 한 건 처음본다. 신비롭고 따뜻하며 기적 같은 예쁜 이야기다. 또 볼 것이다.
패신저스,"모험,SF",영상미와 두 배우의 연기력은 일품
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",처음에는 무슨내용인지 몰랐는데 계속보다버니 재밌고 개인적으로 마지막부분에서 서로 눈물흘리는 장면이 가장 인상에 깊었습니다. 영화를 다른분들에게도 추천해드리고싶습니다.
여교사,드라마,여자들의 질투는 무서움
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인생 최고의 영화첫 장면부터 이거다 했음다시 보고싶은 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",신감독님 작품중엔 가장 흥미진진했습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너의 이름은....!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",말이 필요없는 음악과 연출의 조화
마스터,"액션,범죄",재밌으나 내용이 너무 김
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",맑고 아름다우면서도 슬픈 영화입니다. 재밌었습니다
패신저스,"모험,SF",간만에 보는 감동 섞인 SF물!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",혹시나 해서 봤는데 보는 내내 마음을 울리는 것 같네요..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 애니메이션이라는 선입견을 한번에 없애버린 영화. 지금까지 본 영화를 통틀어 그 어떤 순간에도 지루하지도 않고 이정도의 여운이 남는 영화는 보기 드물었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","영화의 감정이 그대로 밀려 들어온다. 기쁨,슬픔,사랑,환상,애달픈 아픔의 분위기마저. 다 보고 남은 감정은 기쁨과 행복이었다."
판도라,"드라마,스릴러",너의그힐아와우히오스
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",딸 아이가 정말 재미있게 보았답니다~
신비한 동물사전,"판타지,모험",한번쯤 키우고 싶음  살짝지루
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",다시보고 싶은 영화두번째 봅니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 재밌다. 작화는 물론이고 스토리까지 정말정말 재밌게 본 애니메이션 영화였다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니메이션인데도 아주 은은하게 강렬하게 남는 영화
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",굳 여운이 긴 영화 좋다 돟다 또 보고 싶다
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",애들이 산만해서 늘 출구 가까이에 자리 잡았는데 이번엔 얌전히 앉아서  완전 몰입해서 보더라구요~ 신기해요~
에곤 쉴레: 욕망이 그린 그림,드라마,배우 이야기 촬영 모두 좋습니다~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 노래에 반하고 영상미에 두번 취학고 내용에 반했다. 최고의 영화다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",엔딩크레딧이 올라가기전 그 어둠이 이토록 길었던 적은 처음이다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",보고나면 울컥해서 한동안 머무르게 하는영화. 그 잔잔한 감동이 너무도 좋았던 영화였다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본이 왜 애니 강국인지 알수 있었다 정말 재밌음 추천
패신저스,"모험,SF",진짜 재밌었어요 마지막에 울뻔
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","이 영화를 보고 나면 봉사를 하거나, 어떤 보람찬 일을 하고 난 후와 같은 느낌을 받는다. 마음이 좋은 느낌으로 가득 차고 감정과 감성이 풍부해짐을 느낀다. 단순한 상업 영화를 넘어선 걸작이다. 영상, 스토리, 음악, 제목까지 모든 것이 완벽하다."
마스터,"액션,범죄",꿀잼!스토리탄탄사투리어색.
루돌프와 많이있어,애니메이션,완전 재미있는영화네여 앞으로도 이런영화가 많이 나오길...
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",영화 시작하고 출연진들의 오프닝포퍼먼스부터 중간중간에 city of star부르는 장면들이 다 주옥 같았음. 마지막 은 현실적이라 인상깊었음
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",인생영화 음악들으러 한번 더가야지
패신저스,"모험,SF",거대한 모험을 기대해서 좀 실망했으나 영화와 배우 자체로 예쁘다
전우치,"액션,코미디,모험","한국형 알파고 한국형 포켓몬고 한국형 달탐사선 등등 아류작들만 넘쳐나는 우리나라에서, 당당하게 한국형 히어로물이란 이름을 붙일수있는 영화가 아닐지..."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",다시보고 싶은 영화입니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",어제 보고왔는데 오늘 또 보고싶은영화..영구소장 하고 싶어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영상미가 우선 장난아니고 어떻게 보면 굉장히 심오한 영화...
마스터,"액션,범죄",재미있어요~ 영화안에서라도 잘못된 나라를 잡아주니깐 속이 시원했어요^^
마스터,"액션,범죄",재밌었어요 강동원이 너무 잘생김
씽,"뮤지컬,애니메이션",네 ~ㅈㄹ거운영화시간되세요
"나, 다니엘 블레이크",드라마,그게 바로 우리의 이야기가 될 수도....
씽,"뮤지컬,애니메이션",스토리가 중간이 약간 지루했는데 캐릭터들 노래는 정말 끝내주더라고요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화 다 보고 나오는데 꿈에서 깨어난 느낌
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화보고 평점 처음 적어봅니다. 마지막 여주인공 미소 잊혀지질 않네요.  ^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","무난히 재밌었다. 연출이나 사운드, 캐릭터 다 마음에 들었다. 하지만 스토리가 평범했다. 가장 재미있었던 부분은 마을이 운석맞고 전멸하는 부분. 마을이 전멸하는 걸 보고 마음속으로 오오... 쏘름.. 을 외쳤지만 과거를 바꿔 해결하는 전개라 식상했다."
판도라,"드라마,스릴러",이런 소재로 영화를  만들어주셔서 감사해요..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",꿈꾸는듯한 영화다 기분이 뭉클해졌다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",나는 왜 8점밖에 줄수가 없는걸까...
에곤 쉴레: 욕망이 그린 그림,드라마,당신의 작은 종달새는 지금 많이 아파요
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",아름답다 음악도 연출도 스토리도
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF","스타워즈의 미싱링크를 이었다는 점은 플러스, 작품 하나로의 개연성이 떨어진다는 점은 마이너스.. 볼거리는 충분하니 일단 추천이네요."
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",예술적으로 신선했고 정말 오래 기억남을 영화입니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이렇게 보는 내내 두근거릴 수 있는 영화가 몇 될까!
씽,"뮤지컬,애니메이션",완전재밌다^^~너무재밌다~~
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",요즘 아이들 볼만한 애니메이션이 없는줄 알았는데 눈의여왕라는 영화가 있더라구요ㅎㅎ 애들도 재미있게 보고 저도 간만에 아이들과 극장 나들이도 하고 좋았네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",참 영상미가 아름다운 영화
마스터,"액션,범죄",강동원만 보는 엄청난 영화 다른 배우들의 연기도 되게 멋있고 진짜 재밌게 본 영화에요!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이 영화의 제목이 너의 이름은?이 아닌 너의 이름은. 인 이유는 마지막에 만났을때 서로의 이름을 떠올려서가 아닐까..
패신저스,"모험,SF",섬뜩한 영화였다. 보는 내내 무서웠던 영화.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",아아....먹먹하다. 우리도 잊지않을께 꼭 기억할께...
마스터,"액션,범죄",진짜재밋어요ㅛㅛㅛ굿짱
씽,"뮤지컬,애니메이션",마치 뮤지컬을 실제로 봤던 것 같앴어요!
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",무섭다고 하는 댓글이 있어서 걱정했는데 별로 그렇지 않네요동생도 영화 끝날때까지 집중해서 잘보고 저도 잼났어요 ㅋ 어른들이 봐도 괜찮을듯
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",초속 5cm에 버금가는 후속작!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",후유증이라는 단어를 각인시켜줄만한것같아요. 개봉잏부터지금까지도 상당한후유증을 남겨주네요 너무좋아요ㅠㅠ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이건 역대급이다 말로 차마 내기분을 다 표현은 못하는데 좋은건 확실하고 행복하기까지하다
마스터,"액션,범죄","내부자들의 업글버전+ 현실일부 반영한듯,,, 닥저축은행,쥐운하 등등,, 현실엔 다소  못미치지만, 재밌게 봤어요"
패신저스,"모험,SF",영화속 인물들의 심정을 느낄 수 있는 배우들의 연기력 + 제니퍼 로렌스.
씽,"뮤지컬,애니메이션",최고에요^^ 잘 봤습니다
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",2편보다 더 잼나게 잘봤음ㅎㅎ 근데 겔다 왜이렇게 이뻐진거??  메시지가 좋아서 애들보기에 괜찮네영
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",눈이 즐겁고 귀가 즐거움
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일단 10점 찍고 보러갑니다..
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",오랜만에 좋은영화 잘봣습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","기대한만큼은 아닌, 진부한 스토리와 아쉬운 피날레. 다만 그를 덮고도 남는 최고의 작화, 전율적인 임펙트.장편으로 했으면 더 좋았을지도. 아무튼 수작."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 애니메이션을 좋아하는 딸하고 아주 재미있게 봤네요..
여교사,드라마,탕웨이 남편 영화인 줄 알고 보러갔는데 아니었다. 연예인은 선배 중 동명이인 있으면 헷갈릴까봐 예명으로 바꾸거나하던데 감독계는 안그러나 봄. 영화는 캐스팅 완벽했고 약간 용두사미격이지만 그만하면 연출 섬세하고 훌륭했다. 앞으로 기대되는 감독임. 추천함
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",처음으로 애니극장 보는데 빠져들었어
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",흥미로운 스토리 덕분에 아이가 집중해서 보고 왔습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오랫만에 몰입해서 본 영화.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",기대이상으로 그림체와 분위기가 좋았다.완성도 높은 시나리오와  발전되어지는 플롯의 전개는 신카이마코토감독의 전작보다 상당하게 진일보 하였음을 알 수 있었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",살아서 이 멋지고 아름다운 모습과 이야기를 볼 수 있어 정말~ 행복합니다. 영화 내내 들려오는 노래도 너무 마음을 찡하게 만들었어요. 신카이 마코토님 정말 존경합니다....!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ost랑 작화구경하느라 바쁜 동시에 스토리가 어떻게 전개될지 계속 생각하느라 시간이 금방 가버렸네요..ㅠㅠ 3개월 전부터 노래에 빠져서 영화관에서는 익숙한 느낌이 많았어요 차라리 아예 모른채 영화를 봤다면 더 감동적이었을것 같아 아쉽지만  재밌었어요!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스토리가 후반부에 약간 지루하고 힘이 빠지지만 감동적이고 좋았습니다. 저의 미래의 미츠하를 위해 열심히 살아야겠다는 생각이 드네요
신비한 동물사전,"판타지,모험",에디는 완벽한 뉴트스캐맨더였다고 생각
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ost 좋네요. 좋네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 재밌고 한번 더 보고싶다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",여운이 깊게 남습니다. 이런 영화인 줄 몰랐는데
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",울큰아들이 그림이 화려하고 예쁘고 재미있다고하네요~
